id,fecha,hora,comuna,tipo_calle,longitud,latitud,victima,acusado
LC-2019-0110567,2019-02-20,21:04:00,11,SD,-58.522341,-34.598144,MOTO,SD
LC-2019-0110666,2019-02-20,21:20:00,12,SD,-58.480903,-34.57114,AUTO,SD
LC-2019-0110676,2019-02-20,20:35:00,7,SD,-58.428499,-34.631579,MOTO,SD
LC-2019-0110691,2019-02-20,22:10:00,1,SD,-58.373091,-34.617156,SD,SD
LC-2019-0112011,2019-02-20,12:50:00,1,SD,-58.383075,-34.615378,SD,SD
LC-2019-0113821,2019-02-20,12:40:00,12,SD,-58.476554,-34.571098,SD,SD
LC-2019-0113952,2019-02-20,02:00:00,12,SD,-58.476291,-34.568401,MOTO,SD
LC-2019-0122941,2019-02-20,08:30:00,8,SD,-58.456282,-34.675409,SD,SD
LC-2019-0123142,2019-02-20,21:30:00,9,SD,-58.494944,-34.654129,SD,SD
LC-2019-0112151,2019-02-21,14:00:00,3,SD,-58.401851,-34.625199,BICICLETA,SD
LC-2019-0112774,2019-02-21,11:45:00,12,SD,-58.481401,-34.577515,BICICLETA,SD
LC-2019-0110742,2019-02-21,00:39:00,14,SD,-58.4294,-34.584883,SD,SD
LC-2019-0111107,2019-02-21,08:59:00,15,SD,-58.454993,-34.602122,SD,SD
LC-2019-0111108,2019-02-21,07:30:00,12,SD,-58.472035,-34.561541,SD,SD
LC-2019-0111256,2019-02-21,10:07:00,12,SD,-58.475488,-34.539371,SD,SD
LC-2019-0112059,2019-02-21,14:02:00,9,SD,-58.515321,-34.654326,SD,SD
LC-2019-0112066,2019-02-21,12:22:00,13,SD,-58.465227,-34.555371,SD,SD
LC-2019-0112088,2019-02-21,14:16:00,4,SD,-58.389014,-34.651172,MOTO,SD
LC-2019-0112124,2019-02-21,14:26:00,9,SD,-58.515321,-34.654326,SD,SD
LC-2019-0112187,2019-02-21,12:40:00,13,SD,-58.461065,-34.561801,SD,SD
LC-2019-0112211,2019-02-21,15:32:00,6,SD,-58.429637,-34.627411,SD,SD
LC-2019-0112261,2019-02-21,13:25:00,9,SD,-58.529089,-34.638866,SD,SD
LC-2019-0112265,2019-02-21,13:20:00,5,SD,-58.412759,-34.616628,SD,SD
LC-2019-0112365,2019-02-21,14:20:00,11,SD,-58.515303,-34.59047,SD,SD
LC-2019-0112370,2019-02-21,14:45:00,12,SD,-58.48289,-34.57478,MOTO,SD
LC-2019-0112414,2019-02-21,15:17:00,13,SD,-58.444623,-34.562011,SD,SD
LC-2019-0112568,2019-02-21,16:40:00,1,SD,-58.368691,-34.617004,MOTO,SD
LC-2019-0112656,2019-02-21,15:30:00,15,SD,-58.470874,-34.578274,SD,SD
LC-2019-0112769,2019-02-21,17:13:00,6,SD,-58.438305,-34.617641,SD,SD
LC-2019-0112829,2019-02-21,16:20:00,13,SD,-58.469881,-34.556492,SD,SD
LC-2019-0112880,2019-02-21,18:52:00,9,SD,-58.478816,-34.657841,SD,SD
LC-2019-0113105,2019-02-21,19:35:00,3,SD,-58.401265,-34.615508,SD,SD
LC-2019-0113108,2019-02-21,20:26:00,4,SD,-58.406528,-34.646861,SD,SD
LC-2019-0113135,2019-02-21,21:01:00,1,SD,-58.382852,-34.588405,SD,SD
LC-2019-0113140,2019-02-21,18:00:00,1,SD,-58.366076,-34.621506,MOTO,SD
LC-2019-0113192,2019-02-21,18:50:00,1,SD,-58.371137,-34.599408,SD,SD
LC-2019-0113263,2019-02-21,20:30:00,12,SD,-58.494752,-34.572179,SD,SD
LC-2019-0113264,2019-02-21,20:00:00,13,SD,-58.472201,-34.537936,SD,SD
LC-2019-0113290,2019-02-21,20:20:00,1,SD,-58.381976,-34.588698,SD,SD
LC-2019-0113473,2019-02-21,22:37:00,8,SD,-58.432398,-34.670594,MOTO,SD
LC-2019-0113490,2019-02-21,22:00:00,15,SD,-58.437603,-34.600263,MOTO,SD
LC-2019-0115550,2019-02-21,18:30:00,9,SD,-58.506861,-34.65067,SD,SD
LC-2019-0115862,2019-02-21,15:00:00,1,SD,-58.387186,-34.622465,AUTO,SD
LC-2019-0125924,2019-02-21,15:50:00,SD,SD,inf,inf,SD,SD
LC-2019-0112834,2019-02-21,17:00:00,SD,SD,-58.48622588278423,-34.544323183951256,SD,SD
LC-2019-0115813,2019-02-22,21:38:00,7,SD,-58.44685,-34.649153,BICICLETA,SD
LC-2019-0113578,2019-02-22,06:48:00,12,SD,-58.475973,-34.558505,SD,SD
LC-2019-0113601,2019-02-22,05:31:00,13,SD,-58.457125,-34.571421,MOTO,SD
LC-2019-0113790,2019-02-22,07:30:00,12,SD,-58.479721,-34.556971,SD,SD
LC-2019-0113849,2019-02-22,09:43:00,14,SD,-58.417953,-34.554512,SD,SD
LC-2019-0113879,2019-02-22,08:00:00,11,SD,-58.517744,-34.593197,SD,SD
LC-2019-0113892,2019-02-22,07:45:00,5,SD,-58.415215,-34.619729,SD,SD
LC-2019-0114121,2019-02-22,08:55:00,12,SD,-58.496847,-34.548807,SD,SD
LC-2019-0114126,2019-02-22,08:05:00,15,SD,-58.440835,-34.593965,SD,SD
LC-2019-0114156,2019-02-22,08:30:00,1,SD,-58.382439,-34.583319,SD,SD
LC-2019-0114180,2019-02-22,11:37:00,4,SD,-58.388558,-34.656904,SD,SD
LC-2019-0114348,2019-02-22,12:30:00,12,SD,-58.509038,-34.569999,SD,SD
LC-2019-0114406,2019-02-22,12:37:00,1,SD,-58.381284,-34.614244,SD,SD
LC-2019-0114407,2019-02-22,12:01:00,13,SD,-58.429913,-34.550896,SD,SD
LC-2019-0114431,2019-02-22,11:00:00,10,SD,-58.476515,-34.632966,AUTO,SD
LC-2019-0114487,2019-02-22,10:30:00,1,SD,-58.375448,-34.592655,SD,SD
LC-2019-0114499,2019-02-22,08:00:00,1,SD,-58.387811,-34.631318,AUTO,SD
LC-2019-0114528,2019-02-22,12:05:00,9,SD,-58.499786,-34.658167,SD,SD
LC-2019-0114542,2019-02-22,11:07:00,3,SD,-58.394681,-34.6044,SD,SD
LC-2019-0114638,2019-02-22,12:20:00,1,SD,-58.369503,-34.615812,SD,SD
LC-2019-0114777,2019-02-22,14:39:00,9,SD,-58.527883,-34.638388,PEATON,SD
LC-2019-0115097,2019-02-22,00:00:00,14,SD,-58.404878,-34.57655,MOTO,SD
LC-2019-0115211,2019-02-22,16:54:00,12,SD,-58.49491,-34.547957,SD,SD
LC-2019-0115226,2019-02-22,14:40:00,10,SD,-58.496206,-34.636877,SD,SD
LC-2019-0115239,2019-02-22,16:10:00,9,SD,-58.479928,-34.641301,SD,SD
LC-2019-0115258,2019-02-22,17:14:00,7,SD,-58.463831,-34.644367,SD,SD
LC-2019-0115357,2019-02-22,17:52:00,14,SD,-58.404878,-34.57655,MOTO,SD
LC-2019-0115509,2019-02-22,17:20:00,6,SD,-58.432819,-34.625718,SD,SD
LC-2019-0115523,2019-02-22,18:07:00,SD,SD,inf,inf,MOTO,SD
LC-2019-0115608,2019-02-22,17:31:00,3,SD,-58.395701,-34.623083,SD,SD
LC-2019-0115693,2019-02-22,20:10:00,3,SD,-58.411747,-34.604082,SD,SD
LC-2019-0115711,2019-02-22,19:00:00,5,SD,-58.424436,-34.631296,SD,SD
LC-2019-0115717,2019-02-22,20:25:00,15,SD,-58.48169,-34.586841,SD,SD
LC-2019-0115726,2019-02-22,20:31:00,5,SD,-58.430414,-34.604034,SD,SD
LC-2019-0115831,2019-02-22,17:00:00,13,SD,-58.449218,-34.569675,AUTO,SD
LC-2019-0115904,2019-02-22,20:10:00,5,SD,-58.420614,-34.600698,SD,SD
LC-2019-0121179,2019-02-22,22:00:00,9,SD,-58.526418,-34.639147,SD,SD
LC-2019-0249782,2019-02-22,12:00:00,7,SD,-58.461207,-34.628414,SD,SD
LC-2019-0114281,2019-02-22,10:00:00,SD,SD,-58.48350000172745,-34.63750806907936,SD,SD
LC-2019-0115200,2019-02-22,14:00:00,SD,SD,-58.491022204335955,-34.55633295066862,SD,SD
LC-2019-0117243,2019-02-23,21:46:00,3,SD,-58.409664,-34.603979,BICICLETA,SD
LC-2019-0116000,2019-02-23,01:41:00,10,SD,-58.488911,-34.627163,SD,SD
LC-2019-0116121,2019-02-23,05:02:00,13,SD,-58.432336,-34.551859,SD,SD
LC-2019-0116130,2019-02-23,05:00:00,6,SD,-58.451501,-34.619425,SD,SD
LC-2019-0116175,2019-02-23,07:00:00,10,SD,-58.531068,-34.614655,SD,SD
LC-2019-0116219,2019-02-23,08:58:00,11,SD,-58.470387,-34.618489,SD,SD
LC-2019-0116244,2019-02-23,06:00:00,9,SD,-58.528817,-34.643877,SD,SD
LC-2019-0116664,2019-02-23,11:30:00,2,SD,-58.411924,-34.598002,SD,SD
LC-2019-0116700,2019-02-23,12:50:00,9,SD,-58.509047,-34.657028,SD,SD
LC-2019-0116800,2019-02-23,15:10:00,7,SD,-58.468485,-34.633285,MOTO,SD
LC-2019-0117011,2019-02-23,18:10:00,4,SD,-58.401222,-34.65948,AUTO,SD
LC-2019-0117078,2019-02-23,19:06:00,12,SD,-58.485669,-34.544014,SD,SD
LC-2019-0117104,2019-02-23,18:25:00,3,SD,-58.400095,-34.627318,SD,SD
LC-2019-0117201,2019-02-23,19:13:00,13,SD,-58.466343,-34.551246,MOTO,SD
LC-2019-0117314,2019-02-23,23:19:00,11,SD,-58.512996,-34.606597,MOTO,SD
LC-2019-0117337,2019-02-23,21:50:00,12,SD,-58.49016,-34.571971,SD,SD
LC-2019-0117095,2019-02-23,19:00:00,SD,SD,inf,inf,SD,SD
LC-2019-0118122,2019-02-24,08:30:00,1,SD,-58.383445,-34.60919,BICICLETA,SD
LC-2019-0117588,2019-02-24,06:26:00,8,SD,-58.436576,-34.664503,SD,SD
LC-2019-0117682,2019-02-24,06:40:00,15,SD,inf,inf,MOTO,SD
LC-2019-0117991,2019-02-24,14:06:00,4,SD,-58.397282,-34.64458,MOTO,SD
LC-2019-0118490,2019-02-24,22:38:00,15,SD,-58.47431,-34.58127,SD,SD
LC-2019-0126374,2019-02-24,13:49:00,11,SD,-58.519116,-34.589282,SD,SD
LC-2019-0118513,2019-02-25,01:01:00,2,SD,-58.409675,-34.598005,BICICLETA,SD
LC-2019-0119434,2019-02-25,09:45:00,SD,SD,inf,inf,BICICLETA,SD
LC-2019-0120704,2019-02-25,17:15:00,9,SD,-58.499041,-34.648413,BICICLETA,SD
LC-2019-0118481,2019-02-25,21:34:00,6,SD,-58.434804,-34.608669,SD,SD
LC-2019-0118519,2019-02-25,01:08:00,7,SD,-58.463972,-34.63987,SD,SD
LC-2019-0118780,2019-02-25,07:30:00,8,SD,-58.460718,-34.703796,SD,SD
LC-2019-0118791,2019-02-25,06:50:00,1,SD,-58.374566,-34.591799,SD,SD
LC-2019-0118816,2019-02-25,17:45:00,11,SD,-58.520025,-34.61779,SD,SD
LC-2019-0118903,2019-02-25,09:46:00,6,SD,-58.454867,-34.620861,SD,SD
LC-2019-0118994,2019-02-25,07:45:00,14,SD,-58.412396,-34.59175,SD,SD
LC-2019-0119010,2019-02-25,10:27:00,5,SD,-58.426204,-34.623725,MOTO,SD
LC-2019-0119066,2019-02-25,10:20:00,14,SD,-58.439052,-34.573171,SD,SD
LC-2019-0119253,2019-02-25,11:37:00,3,SD,-58.400427,-34.623561,PEATON,SD
LC-2019-0119568,2019-02-25,12:00:00,9,SD,-58.498294,-34.647724,SD,SD
LC-2019-0119628,2019-02-25,13:37:00,3,SD,-58.406578,-34.61781,SD,SD
LC-2019-0119649,2019-02-25,12:15:00,5,SD,-58.420252,-34.626041,MOTO,SD
LC-2019-0119743,2019-02-25,12:00:00,7,SD,-58.427832,-34.634148,SD,SD
LC-2019-0119794,2019-02-25,11:40:00,12,SD,-58.493326,-34.54837,SD,SD
LC-2019-0119858,2019-02-25,12:30:00,15,SD,-58.452017,-34.606166,SD,SD
LC-2019-0120126,2019-02-25,15:53:00,12,SD,-58.484799,-34.573345,SD,SD
LC-2019-0120316,2019-02-25,13:00:00,3,SD,-58.405165,-34.608828,SD,SD
LC-2019-0120452,2019-02-25,17:46:00,3,SD,-58.395149,-34.605856,SD,SD
LC-2019-0120604,2019-02-25,16:15:00,5,SD,-58.429194,-34.608733,SD,SD
LC-2019-0120605,2019-02-25,16:55:00,6,SD,-58.441022,-34.626496,SD,SD
LC-2019-0120637,2019-02-25,17:30:00,4,SD,-58.401295,-34.640071,SD,SD
LC-2019-0120639,2019-02-25,18:53:00,1,SD,-58.37837,-34.597658,SD,SD
LC-2019-0120674,2019-02-25,16:30:00,4,SD,-58.38866,-34.655622,SD,SD
LC-2019-0120821,2019-02-25,20:07:00,1,SD,-58.371847,-34.587379,SD,SD
LC-2019-0120839,2019-02-25,20:15:00,SD,SD,inf,inf,SD,SD
LC-2019-0120855,2019-02-25,20:25:00,1,SD,-58.371847,-34.587379,MOTO,SD
LC-2019-0120912,2019-02-25,19:30:00,15,SD,-58.456805,-34.604664,SD,SD
LC-2019-0120941,2019-02-25,19:15:00,7,SD,-58.444246,-34.642804,SD,SD
LC-2019-0120955,2019-02-25,18:50:00,1,SD,-58.361735,-34.619133,MOTO,SD
LC-2019-0121022,2019-02-25,22:01:00,12,SD,-58.486926,-34.577088,MOTO,SD
LC-2019-0121049,2019-02-25,22:00:00,9,SD,-58.517471,-34.661982,SD,SD
LC-2019-0121118,2019-02-25,22:10:00,SD,SD,inf,inf,SD,SD
LC-2019-0121159,2019-02-25,22:11:00,12,SD,-58.487618,-34.576277,SD,SD
LC-2019-0121707,2019-02-25,18:00:00,SD,SD,inf,inf,SD,SD
LC-2019-0122800,2019-02-25,20:20:00,4,SD,-58.39547,-34.650957,SD,SD
LC-2019-0127758,2019-02-25,08:30:00,5,SD,-58.418655,-34.614275,SD,SD
LC-2019-0143620,2019-02-25,11:30:00,12,SD,-58.482751,-34.560536,SD,SD
LC-2019-0143645,2019-02-25,09:00:00,12,SD,-58.509038,-34.569999,SD,SD
LC-2019-0145748,2019-02-25,08:30:00,5,SD,-58.419722,-34.611122,SD,SD
LC-2019-0168260,2019-02-25,08:20:00,8,SD,-58.43671,-34.664634,SD,SD
LC-2019-0119115,2019-02-25,10:00:00,SD,SD,-58.472945870105036,-34.61532416320662,SD,SD
LC-2019-0121886,2019-02-26,08:20:00,12,SD,-58.480597,-34.565137,BICICLETA,SD
LC-2019-0121911,2019-02-26,10:02:00,1,SD,-58.377459,-34.614963,BICICLETA,SD
LC-2019-0122125,2019-02-26,10:45:00,11,SD,-58.473593,-34.605872,BICICLETA,SD
LC-2019-0122153,2019-02-26,12:13:00,3,SD,-58.405475,-34.604562,BICICLETA,SD
LC-2019-0122732,2019-02-26,14:48:00,6,SD,-58.451466,-34.630539,BICICLETA,SD
LC-2019-0123351,2019-02-26,18:30:00,11,SD,-58.483514,-34.611087,BICICLETA,SD
LC-2019-0121165,2019-02-26,00:15:00,2,SD,-58.399234,-34.590846,SD,SD
LC-2019-0121210,2019-02-26,01:40:00,14,SD,-58.415175,-34.59413,SD,SD
LC-2019-0121316,2019-02-26,01:50:00,8,SD,-58.496128,-34.678155,AUTO,SD
LC-2019-0121322,2019-02-26,05:20:00,8,SD,-58.432849,-34.670513,SD,SD
LC-2019-0121523,2019-02-26,08:20:00,9,SD,-58.505462,-34.662091,SD,SD
LC-2019-0121525,2019-02-26,09:11:00,15,SD,-58.461606,-34.576838,SD,SD
LC-2019-0121832,2019-02-26,08:51:00,5,SD,-58.417833,-34.632955,SD,SD
LC-2019-0122092,2019-02-26,10:35:00,4,SD,-58.41971,-34.654147,SD,SD
LC-2019-0122280,2019-02-26,12:52:00,4,SD,-58.419423,-34.649836,SD,SD
LC-2019-0122512,2019-02-26,13:00:00,SD,SD,inf,inf,SD,SD
LC-2019-0122617,2019-02-26,10:00:00,3,SD,-58.400269,-34.62488,SD,SD
LC-2019-0122656,2019-02-26,13:30:00,3,SD,-58.395149,-34.605856,MOTO,SD
LC-2019-0122695,2019-02-26,13:55:00,8,SD,-58.500515,-34.674827,SD,SD
LC-2019-0122805,2019-02-26,15:01:00,2,SD,-58.394394,-34.578563,AUTO,SD
LC-2019-0122899,2019-02-26,13:30:00,1,SD,-58.380012,-34.622135,SD,SD
LC-2019-0122950,2019-02-26,15:59:00,7,SD,-58.445215,-34.637804,SD,SD
LC-2019-0123079,2019-02-26,15:00:00,8,SD,-58.49227,-34.673622,SD,SD
LC-2019-0123172,2019-02-26,16:30:00,14,SD,-58.417954,-34.573538,AUTO,SD
LC-2019-0123221,2019-02-26,15:15:00,14,SD,-58.430281,-34.580491,SD,SD
LC-2019-0123239,2019-02-26,17:43:00,4,SD,-58.416413,-34.654728,AUTO,SD
LC-2019-0123315,2019-02-26,14:15:00,14,SD,-58.436567,-34.586856,SD,SD
LC-2019-0123339,2019-02-26,16:10:00,3,SD,-58.404734,-34.615241,SD,SD
LC-2019-0123501,2019-02-26,17:30:00,14,SD,-58.43553,-34.564458,SD,SD
LC-2019-0123572,2019-02-26,16:20:00,3,SD,-58.404976,-34.609982,SD,SD
LC-2019-0123616,2019-02-26,20:22:00,9,SD,-58.491548,-34.644066,SD,SD
LC-2019-0123698,2019-02-26,16:20:00,6,SD,-58.443235,-34.610767,SD,SD
LC-2019-0123706,2019-02-26,18:00:00,SD,SD,inf,inf,SD,SD
LC-2019-0123712,2019-02-26,18:00:00,SD,SD,inf,inf,SD,SD
LC-2019-0123717,2019-02-26,18:37:00,15,SD,-58.453992,-34.596684,SD,SD
LC-2019-0123812,2019-02-26,21:58:00,14,SD,-58.425441,-34.581953,SD,SD
LC-2019-0123836,2019-02-26,22:15:00,4,SD,-58.377106,-34.649031,SD,SD
LC-2019-0123852,2019-02-26,21:00:00,13,SD,-58.455742,-34.54804,SD,SD
LC-2019-0123916,2019-02-26,22:30:00,7,SD,-58.464112,-34.62925,MOTO,SD
LC-2019-0123919,2019-02-26,20:50:00,7,SD,-58.423495,-34.640197,AUTO,SD
PFA-2019-0000120,2019-02-26,SD,SD,SD,-58.393318843375496,-34.622410040615094,SD,SD
LC-2019-0126160,2019-02-27,18:00:00,4,SD,-58.401844,-34.645467,BICICLETA,SD
LC-2019-0126354,2019-02-27,18:10:00,7,SD,-58.466214,-34.631686,BICICLETA,SD
LC-2019-0126458,2019-02-27,21:00:00,10,SD,-58.528299,-34.616467,BICICLETA,SD
LC-2019-0126560,2019-02-27,19:30:00,13,SD,-58.45813,-34.574924,BICICLETA,SD
LC-2019-0160649,2019-02-27,08:35:00,4,SD,-58.375482,-34.653259,BICICLETA,SD
LC-2019-0124004,2019-02-27,01:59:00,4,SD,-58.374194,-34.65648,SD,SD
LC-2019-0124010,2019-02-27,00:20:00,9,SD,-58.500778,-34.662142,AUTO,SD
LC-2019-0124016,2019-02-27,00:01:00,13,SD,-58.449091,-34.571668,SD,SD
LC-2019-0124017,2019-02-27,02:26:00,3,SD,inf,inf,SD,SD
LC-2019-0124112,2019-02-27,05:39:00,14,SD,-58.412636,-34.556933,AUTO,SD
LC-2019-0124345,2019-02-27,07:40:00,15,SD,-58.44903,-34.598167,SD,SD
LC-2019-0124917,2019-02-27,09:30:00,13,SD,-58.449274,-34.540487,SD,SD
LC-2019-0125050,2019-02-27,12:57:00,7,SD,-58.459268,-34.630561,SD,SD
LC-2019-0125172,2019-02-27,13:15:00,SD,SD,inf,inf,SD,SD
LC-2019-0125273,2019-02-27,11:30:00,15,SD,-58.475496,-34.592313,SD,SD
LC-2019-0125602,2019-02-27,13:08:00,15,SD,-58.46047,-34.585201,SD,SD
LC-2019-0125638,2019-02-27,13:40:00,11,SD,-58.519116,-34.589282,SD,SD
LC-2019-0125874,2019-02-27,16:00:00,1,SD,-58.378781,-34.617546,MOTO,SD
LC-2019-0125884,2019-02-27,14:00:00,15,SD,-58.445577,-34.59578,SD,SD
LC-2019-0125908,2019-02-27,14:30:00,3,SD,-58.411709,-34.609904,AUTO,SD
LC-2019-0125959,2019-02-27,17:50:00,10,SD,-58.49821,-34.628067,SD,SD
LC-2019-0126015,2019-02-27,14:30:00,11,SD,-58.47308,-34.615107,PEATON,SD
LC-2019-0126039,2019-02-27,18:21:00,SD,SD,inf,inf,SD,SD
LC-2019-0126110,2019-02-27,18:38:00,3,SD,-58.403288,-34.611101,AUTO,SD
LC-2019-0126141,2019-02-27,17:10:00,11,SD,-58.479721,-34.606784,MOTO,SD
LC-2019-0126286,2019-02-27,17:55:00,15,SD,-58.456931,-34.604381,SD,SD
LC-2019-0126296,2019-02-27,17:45:00,1,SD,-58.369521,-34.59832,SD,SD
LC-2019-0126305,2019-02-27,16:05:00,1,SD,-58.375448,-34.592655,SD,SD
LC-2019-0126326,2019-02-27,20:29:00,9,SD,-58.528792,-34.639342,SD,SD
LC-2019-0126408,2019-02-27,18:37:00,1,SD,-58.381976,-34.588698,SD,SD
LC-2019-0126505,2019-02-27,22:09:00,8,SD,-58.464153,-34.669643,PEATON,SD
LC-2019-0126553,2019-02-27,18:20:00,11,SD,-58.508376,-34.603744,SD,SD
LC-2019-0130456,2019-02-27,19:00:00,15,SD,-58.442491,-34.602219,PASAJEROS,SD
LC-2019-0140164,2019-02-27,20:05:00,1,SD,-58.38189,-34.60256,SD,SD
LC-2019-0126923,2019-02-28,09:26:00,4,SD,-58.42379,-34.657339,BICICLETA,SD
LC-2019-0128473,2019-02-28,18:00:00,12,SD,-58.48708,-34.552241,BICICLETA,SD
LC-2019-0128598,2019-02-28,19:10:00,6,SD,-58.457834,-34.607593,BICICLETA,SD
LC-2019-0128600,2019-02-28,18:40:00,12,SD,-58.48029,-34.556464,BICICLETA,SD
LC-2019-0128835,2019-02-28,22:17:00,1,SD,-58.389179,-34.609077,BICICLETA,SD
LC-2019-0126574,2019-02-28,00:41:00,15,SD,-58.474149,-34.584652,MOTO,SD
LC-2019-0126596,2019-02-28,01:11:00,15,SD,-58.451635,-34.606179,SD,SD
LC-2019-0126633,2019-02-28,02:35:00,15,SD,-58.477269,-34.591246,SD,SD
LC-2019-0126772,2019-02-28,07:30:00,10,SD,-58.529911,-34.625715,SD,SD
LC-2019-0126937,2019-02-28,09:37:00,9,SD,-58.485851,-34.653543,SD,SD
LC-2019-0127113,2019-02-28,10:39:00,1,SD,-58.382819,-34.614394,MOTO,SD
LC-2019-0127214,2019-02-28,09:10:00,15,SD,-58.452208,-34.587117,MOTO,SD
LC-2019-0127669,2019-02-28,11:28:00,2,SD,-58.389671,-34.599439,MOTO,SD
LC-2019-0127723,2019-02-28,14:43:00,SD,SD,inf,inf,SD,SD
LC-2019-0127812,2019-02-28,15:09:00,11,SD,-58.520373,-34.59407,SD,SD
LC-2019-0128037,2019-02-28,14:38:00,13,SD,-58.462534,-34.555482,AUTO,SD
LC-2019-0128124,2019-02-28,16:59:00,8,SD,-58.474381,-34.694491,SD,SD
LC-2019-0128200,2019-02-28,17:31:00,12,SD,-58.500649,-34.552046,SD,SD
LC-2019-0128332,2019-02-28,16:00:00,11,SD,-58.521614,-34.598255,MOTO,SD
LC-2019-0128419,2019-02-28,18:52:00,SD,SD,inf,inf,OTRO,SD
LC-2019-0128552,2019-02-28,18:30:00,10,SD,-58.514792,-34.623468,SD,SD
LC-2019-0128557,2019-02-28,14:00:00,13,SD,-58.46819,-34.548942,SD,SD
LC-2019-0128561,2019-02-28,19:40:00,9,SD,-58.528792,-34.639342,SD,SD
LC-2019-0128563,2019-02-28,19:49:00,SD,SD,inf,inf,SD,SD
LC-2019-0128582,2019-02-28,19:58:00,13,SD,-58.453918,-34.565955,SD,SD
LC-2019-0128587,2019-02-28,20:00:00,13,SD,-58.453918,-34.565955,PEATON,SD
LC-2019-0128610,2019-02-28,18:00:00,11,SD,-58.470143,-34.602834,SD,SD
LC-2019-0128624,2019-02-28,18:20:00,6,SD,-58.436775,-34.617896,SD,SD
LC-2019-0128637,2019-02-28,20:19:00,8,SD,-58.472026,-34.663153,SD,SD
LC-2019-0128730,2019-02-28,19:15:00,15,SD,-58.441655,-34.597222,MOTO,SD
LC-2019-0128731,2019-02-28,16:00:00,15,SD,-58.438489,-34.59818,AUTO,SD
LC-2019-0128789,2019-02-28,21:29:00,12,SD,-58.49781,-34.577248,MOTO,SD
LC-2019-0128794,2019-02-28,18:00:00,11,SD,-58.519608,-34.592581,SD,SD
LC-2019-0128813,2019-02-28,21:50:00,14,SD,-58.423534,-34.575068,SD,SD
LC-2019-0128890,2019-02-28,13:50:00,15,SD,-58.440459,-34.601021,SD,SD
LC-2019-0128946,2019-02-28,18:05:00,15,SD,-58.49075,-34.587204,SD,SD
LC-2019-0129713,2019-02-28,20:45:00,9,SD,-58.486296,-34.651961,SD,SD
LC-2019-0130811,2019-02-28,22:30:00,5,SD,-58.421519,-34.626228,SD,SD
LC-2019-0143805,2019-02-28,19:30:00,15,SD,-58.458475,-34.604491,SD,SD
LC-2019-0129177,2019-03-01,03:35:00,5,SD,-58.421519,-34.626228,BICICLETA,SD
LC-2019-0129239,2019-03-01,03:48:00,5,SD,-58.421274,-34.626108,BICICLETA,SD
LC-2019-0130219,2019-03-01,10:20:00,15,SD,-58.432501,-34.599108,BICICLETA,SD
LC-2019-0130771,2019-03-01,18:05:00,13,SD,-58.443964,-34.55442,BICICLETA,SD
LC-2019-0130814,2019-03-01,18:29:00,10,SD,-58.484185,-34.634377,BICICLETA,SD
LC-2019-0131010,2019-03-01,19:00:00,7,SD,-58.425948,-34.631137,BICICLETA,SD
LC-2019-0129447,2019-03-01,09:16:00,9,SD,-58.47998,-34.655714,SD,SD
LC-2019-0129475,2019-03-01,08:10:00,10,SD,-58.531068,-34.614655,SD,SD
LC-2019-0129573,2019-03-01,07:40:00,14,SD,-58.423249,-34.571168,SD,SD
LC-2019-0129597,2019-03-01,08:50:00,12,SD,-58.498674,-34.551915,SD,SD
LC-2019-0129685,2019-03-01,10:51:00,5,SD,-58.424757,-34.63011,SD,SD
LC-2019-0129767,2019-03-01,09:30:00,12,SD,-58.495936,-34.559189,SD,SD
LC-2019-0129789,2019-03-01,09:20:00,11,SD,-58.466652,-34.616702,SD,SD
LC-2019-0129939,2019-03-01,10:45:00,12,SD,-58.498057,-34.552666,SD,SD
LC-2019-0130001,2019-03-01,12:40:00,11,SD,-58.478523,-34.620091,SD,SD
LC-2019-0130244,2019-03-01,08:10:00,15,SD,-58.457342,-34.578547,MOTO,SD
LC-2019-0130252,2019-03-01,12:50:00,12,SD,-58.513269,-34.583118,SD,SD
LC-2019-0130327,2019-03-01,14:16:00,SD,SD,inf,inf,SD,SD
LC-2019-0130434,2019-03-01,12:40:00,3,SD,-58.407236,-34.623522,SD,SD
LC-2019-0130552,2019-03-01,14:50:00,4,SD,-58.430592,-34.649754,SD,SD
LC-2019-0130698,2019-03-01,15:30:00,8,SD,-58.484118,-34.685324,SD,SD
LC-2019-0130710,2019-03-01,14:00:00,3,SD,-58.409874,-34.629886,SD,SD
LC-2019-0130722,2019-03-01,15:45:00,4,SD,-58.387761,-34.638509,SD,SD
LC-2019-0130732,2019-03-01,17:48:00,11,SD,-58.470824,-34.611517,SD,SD
LC-2019-0130777,2019-03-01,18:09:00,3,SD,-58.400269,-34.62488,MOTO,SD
LC-2019-0130895,2019-03-01,17:20:00,6,SD,-58.44162,-34.617434,SD,SD
LC-2019-0130984,2019-03-01,18:25:00,3,SD,-58.405459,-34.629182,SD,SD
LC-2019-0130993,2019-03-01,16:54:00,12,SD,-58.493326,-34.54837,SD,SD
LC-2019-0131011,2019-03-01,18:00:00,11,SD,-58.48105,-34.602833,SD,SD
LC-2019-0131012,2019-03-01,17:00:00,SD,SD,inf,inf,MOTO,SD
LC-2019-0131143,2019-03-01,19:20:00,4,SD,-58.38653,-34.637176,SD,SD
LC-2019-0131148,2019-03-01,20:58:00,15,SD,-58.44643,-34.583808,SD,SD
